tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,_gold_intent
273,cust_40775,True,Sat Mar 02 07:51:00 +0000 2024,"This is the second time my phone case came defective, order #225279834.",274,,damaged_or_wrong_item
274,AmazonHelp,False,Sat Mar 02 08:08:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #426808977 and we'll get a replacement started. ^KT",,273,damaged_or_wrong_item
275,cust_30253,True,Sat Mar 02 08:05:00 +0000 2024,"I got the wrong item for order #517305280, I ordered the monitor and got something else.",276,,damaged_or_wrong_item
276,AmazonHelp,False,Sat Mar 02 09:25:00 +0000 2024,Sorry about that! Send a DM with order #897940629 and a picture and we'll sort out a replacement or refund. ^DM,,275,damaged_or_wrong_item
277,cust_38477,True,Sat Mar 02 08:19:00 +0000 2024,"This is the second time the blender came defective, order #803217037.",278,,damaged_or_wrong_item
278,AmazonHelp,False,Sat Mar 02 09:11:00 +0000 2024,Sorry about that! Send a DM with order #538211092 and a picture and we'll sort out a replacement or refund. ^DM,,277,damaged_or_wrong_item
279,cust_57012,True,Sat Mar 02 08:33:00 +0000 2024,"This is the second time the desk lamp came defective, order #577488537.",280,,damaged_or_wrong_item
280,AmazonHelp,False,Sat Mar 02 10:00:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #836243579 and we'll get a replacement started. ^KT",,279,damaged_or_wrong_item
281,cust_37801,True,Sat Mar 02 08:47:00 +0000 2024,the router arrived completely broken from order #527499187. Not happy.,282,,damaged_or_wrong_item
282,AmazonHelp,False,Sat Mar 02 10:16:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #984968439 and we'll get a replacement started. ^KT",,281,damaged_or_wrong_item
283,cust_82641,True,Sat Mar 02 09:01:00 +0000 2024,my shoes arrived completely broken from order #154308262. Not happy.,284,,damaged_or_wrong_item
284,AmazonHelp,False,Sat Mar 02 09:14:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #945011302 and we'll get a replacement started. ^KT",,283,damaged_or_wrong_item
285,cust_10371,True,Sat Mar 02 09:15:00 +0000 2024,"I got the wrong item for order #729624046, I ordered the desk lamp and got something else.",286,,damaged_or_wrong_item
286,AmazonHelp,False,Sat Mar 02 10:36:00 +0000 2024,"That's not okay, we'll fix this. DM order #931471931 with a photo of the damage so we can process a replacement. ^JS",,285,damaged_or_wrong_item
287,cust_13379,True,Sat Mar 02 09:29:00 +0000 2024,"Order #255357534 arrived damaged, my phone case was smashed in the box.",288,,damaged_or_wrong_item
288,AmazonHelp,False,Sat Mar 02 10:58:00 +0000 2024,"That's not okay, we'll fix this. DM order #957397689 with a photo of the damage so we can process a replacement. ^JS",,287,damaged_or_wrong_item
289,cust_44782,True,Sat Mar 02 09:43:00 +0000 2024,"I got the wrong item for order #115956152, I ordered my shoes and got something else.",290,,damaged_or_wrong_item
290,AmazonHelp,False,Sat Mar 02 10:10:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #732276010 and we'll get a replacement started. ^KT",,289,damaged_or_wrong_item
291,cust_57453,True,Sat Mar 02 09:57:00 +0000 2024,the backpack arrived completely broken from order #236105947. Not happy.,292,,damaged_or_wrong_item
292,AmazonHelp,False,Sat Mar 02 10:59:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #900651998 and we'll get a replacement started. ^KT",,291,damaged_or_wrong_item
293,cust_94323,True,Sat Mar 02 10:11:00 +0000 2024,the vacuum arrived completely broken from order #585337126. Not happy.,294,,damaged_or_wrong_item
294,AmazonHelp,False,Sat Mar 02 11:14:00 +0000 2024,Sorry about that! Send a DM with order #146562851 and a picture and we'll sort out a replacement or refund. ^DM,,293,damaged_or_wrong_item
295,cust_19632,True,Sat Mar 02 10:25:00 +0000 2024,the monitor arrived completely broken from order #165310776. Not happy.,296,,damaged_or_wrong_item
296,AmazonHelp,False,Sat Mar 02 11:26:00 +0000 2024,"That's not okay, we'll fix this. DM order #836691577 with a photo of the damage so we can process a replacement. ^JS",,295,damaged_or_wrong_item
297,cust_86724,True,Sat Mar 02 10:39:00 +0000 2024,the coffee maker arrived completely broken from order #445864933. Not happy.,298,,damaged_or_wrong_item
298,AmazonHelp,False,Sat Mar 02 12:05:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #235497187 and we'll get a replacement started. ^KT",,297,damaged_or_wrong_item
299,cust_22999,True,Sat Mar 02 10:53:00 +0000 2024,"Order #508992977 arrived damaged, the coffee maker was smashed in the box.",300,,damaged_or_wrong_item
300,AmazonHelp,False,Sat Mar 02 11:53:00 +0000 2024,"That's not okay, we'll fix this. DM order #587173220 with a photo of the damage so we can process a replacement. ^JS",,299,damaged_or_wrong_item
301,cust_54424,True,Sat Mar 02 11:07:00 +0000 2024,the vacuum arrived completely broken from order #802992685. Not happy.,302,,damaged_or_wrong_item
302,AmazonHelp,False,Sat Mar 02 12:04:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #561784080 and we'll get a replacement started. ^KT",,301,damaged_or_wrong_item
303,cust_43408,True,Sat Mar 02 11:21:00 +0000 2024,"This is the second time the backpack came defective, order #528133274.",304,,damaged_or_wrong_item
304,AmazonHelp,False,Sat Mar 02 12:51:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #435596237 and we'll get a replacement started. ^KT",,303,damaged_or_wrong_item
305,cust_22656,True,Sat Mar 02 11:35:00 +0000 2024,"Order #263894795 arrived damaged, the monitor was smashed in the box.",306,,damaged_or_wrong_item
306,AmazonHelp,False,Sat Mar 02 12:35:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #993108266 and we'll get a replacement started. ^KT",,305,damaged_or_wrong_item
307,cust_97819,True,Sat Mar 02 11:49:00 +0000 2024,"Order #971630639 arrived damaged, my phone case was smashed in the box.",308,,damaged_or_wrong_item
308,AmazonHelp,False,Sat Mar 02 12:36:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #729712082 and we'll get a replacement started. ^KT",,307,damaged_or_wrong_item
309,cust_50953,True,Sat Mar 02 12:03:00 +0000 2024,my shoes arrived completely broken from order #541102414. Not happy.,310,,damaged_or_wrong_item
310,AmazonHelp,False,Sat Mar 02 13:24:00 +0000 2024,"That's not okay, we'll fix this. DM order #874233009 with a photo of the damage so we can process a replacement. ^JS",,309,damaged_or_wrong_item
311,cust_55890,True,Sat Mar 02 12:17:00 +0000 2024,"Order #211240259 arrived damaged, the coffee maker was smashed in the box.",312,,damaged_or_wrong_item
312,AmazonHelp,False,Sat Mar 02 12:35:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #266140258 and we'll get a replacement started. ^KT",,311,damaged_or_wrong_item
313,cust_90422,True,Sat Mar 02 12:31:00 +0000 2024,"Order #223357166 arrived damaged, the router was smashed in the box.",314,,damaged_or_wrong_item
314,AmazonHelp,False,Sat Mar 02 13:55:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #966747347 and we'll get a replacement started. ^KT",,313,damaged_or_wrong_item
315,cust_10800,True,Sat Mar 02 12:45:00 +0000 2024,the router arrived completely broken from order #753903309. Not happy.,316,,damaged_or_wrong_item
316,AmazonHelp,False,Sat Mar 02 13:34:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #393421844 and we'll get a replacement started. ^KT",,315,damaged_or_wrong_item
317,cust_14018,True,Sat Mar 02 12:59:00 +0000 2024,"I got the wrong item for order #253815116, I ordered the coffee maker and got something else.",318,,damaged_or_wrong_item
318,AmazonHelp,False,Sat Mar 02 14:25:00 +0000 2024,"That's not okay, we'll fix this. DM order #174716780 with a photo of the damage so we can process a replacement. ^JS",,317,damaged_or_wrong_item
319,cust_58503,True,Sat Mar 02 13:13:00 +0000 2024,the vacuum arrived completely broken from order #901131404. Not happy.,320,,damaged_or_wrong_item
320,AmazonHelp,False,Sat Mar 02 13:38:00 +0000 2024,"That's not okay, we'll fix this. DM order #550791704 with a photo of the damage so we can process a replacement. ^JS",,319,damaged_or_wrong_item
321,cust_30632,True,Sat Mar 02 13:27:00 +0000 2024,"Order #874807770 arrived damaged, my shoes was smashed in the box.",322,,damaged_or_wrong_item
322,AmazonHelp,False,Sat Mar 02 13:51:00 +0000 2024,Sorry about that! Send a DM with order #740190407 and a picture and we'll sort out a replacement or refund. ^DM,,321,damaged_or_wrong_item
323,cust_67939,True,Sat Mar 02 13:41:00 +0000 2024,the blender arrived completely broken from order #823668399. Not happy.,324,,damaged_or_wrong_item
324,AmazonHelp,False,Sat Mar 02 15:03:00 +0000 2024,"That's not okay, we'll fix this. DM order #810751262 with a photo of the damage so we can process a replacement. ^JS",,323,damaged_or_wrong_item
325,cust_47125,True,Sat Mar 02 13:55:00 +0000 2024,"This is the second time the desk lamp came defective, order #393310667.",326,,damaged_or_wrong_item
326,AmazonHelp,False,Sat Mar 02 14:14:00 +0000 2024,Sorry about that! Send a DM with order #222210617 and a picture and we'll sort out a replacement or refund. ^DM,,325,damaged_or_wrong_item
327,cust_36794,True,Sat Mar 02 14:09:00 +0000 2024,"This is the second time the router came defective, order #665791188.",328,,damaged_or_wrong_item
328,AmazonHelp,False,Sat Mar 02 14:14:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #524410834 and we'll get a replacement started. ^KT",,327,damaged_or_wrong_item
329,cust_75193,True,Sat Mar 02 14:23:00 +0000 2024,"Order #326810757 arrived damaged, my phone case was smashed in the box.",330,,damaged_or_wrong_item
330,AmazonHelp,False,Sat Mar 02 14:28:00 +0000 2024,"That's not okay, we'll fix this. DM order #410791488 with a photo of the damage so we can process a replacement. ^JS",,329,damaged_or_wrong_item
331,cust_97562,True,Sat Mar 02 14:37:00 +0000 2024,"This is the second time my phone case came defective, order #288650860.",332,,damaged_or_wrong_item
332,AmazonHelp,False,Sat Mar 02 15:53:00 +0000 2024,Sorry about that! Send a DM with order #855561271 and a picture and we'll sort out a replacement or refund. ^DM,,331,damaged_or_wrong_item
333,cust_51033,True,Sat Mar 02 14:51:00 +0000 2024,"Order #177390472 arrived damaged, the backpack was smashed in the box.",334,,damaged_or_wrong_item
334,AmazonHelp,False,Sat Mar 02 15:05:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #568387228 and we'll get a replacement started. ^KT",,333,damaged_or_wrong_item
335,cust_12733,True,Sat Mar 02 15:05:00 +0000 2024,"This is the second time the backpack came defective, order #715683222.",336,,damaged_or_wrong_item
336,AmazonHelp,False,Sat Mar 02 16:01:00 +0000 2024,Sorry about that! Send a DM with order #548495473 and a picture and we'll sort out a replacement or refund. ^DM,,335,damaged_or_wrong_item
337,cust_41891,True,Sat Mar 02 15:19:00 +0000 2024,"Order #284547422 arrived damaged, the coffee maker was smashed in the box.",338,,damaged_or_wrong_item
338,AmazonHelp,False,Sat Mar 02 15:37:00 +0000 2024,Sorry about that! Send a DM with order #488536370 and a picture and we'll sort out a replacement or refund. ^DM,,337,damaged_or_wrong_item
339,cust_39041,True,Sat Mar 02 15:33:00 +0000 2024,"This is the second time the backpack came defective, order #732295732.",340,,damaged_or_wrong_item
340,AmazonHelp,False,Sat Mar 02 16:21:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #524951250 and we'll get a replacement started. ^KT",,339,damaged_or_wrong_item
341,cust_35415,True,Sat Mar 02 15:47:00 +0000 2024,"Order #936571442 arrived damaged, my phone case was smashed in the box.",342,,damaged_or_wrong_item
342,AmazonHelp,False,Sat Mar 02 16:57:00 +0000 2024,Sorry about that! Send a DM with order #779919809 and a picture and we'll sort out a replacement or refund. ^DM,,341,damaged_or_wrong_item
343,cust_88957,True,Sat Mar 02 16:01:00 +0000 2024,"Order #476990466 arrived damaged, my phone case was smashed in the box.",344,,damaged_or_wrong_item
344,AmazonHelp,False,Sat Mar 02 16:28:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #257243284 and we'll get a replacement started. ^KT",,343,damaged_or_wrong_item
345,cust_85952,True,Sat Mar 02 16:15:00 +0000 2024,"I got the wrong item for order #916274954, I ordered the blender and got something else.",346,,damaged_or_wrong_item
346,AmazonHelp,False,Sat Mar 02 17:32:00 +0000 2024,Sorry about that! Send a DM with order #630554118 and a picture and we'll sort out a replacement or refund. ^DM,,345,damaged_or_wrong_item
347,cust_29786,True,Sat Mar 02 16:29:00 +0000 2024,"This is the second time the coffee maker came defective, order #831361497.",348,,damaged_or_wrong_item
348,AmazonHelp,False,Sat Mar 02 17:14:00 +0000 2024,Sorry about that! Send a DM with order #770575153 and a picture and we'll sort out a replacement or refund. ^DM,,347,damaged_or_wrong_item
349,cust_56129,True,Sat Mar 02 16:43:00 +0000 2024,"This is the second time the monitor came defective, order #173321814.",350,,damaged_or_wrong_item
350,AmazonHelp,False,Sat Mar 02 16:55:00 +0000 2024,Sorry about that! Send a DM with order #425150964 and a picture and we'll sort out a replacement or refund. ^DM,,349,damaged_or_wrong_item
351,cust_94497,True,Sat Mar 02 16:57:00 +0000 2024,the monitor arrived completely broken from order #433297890. Not happy.,352,,damaged_or_wrong_item
352,AmazonHelp,False,Sat Mar 02 17:11:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #161085229 and we'll get a replacement started. ^KT",,351,damaged_or_wrong_item
353,cust_68947,True,Sat Mar 02 17:11:00 +0000 2024,the coffee maker arrived completely broken from order #760360225. Not happy.,354,,damaged_or_wrong_item
354,AmazonHelp,False,Sat Mar 02 17:21:00 +0000 2024,"That's not okay, we'll fix this. DM order #596832859 with a photo of the damage so we can process a replacement. ^JS",,353,damaged_or_wrong_item
355,cust_55015,True,Sat Mar 02 17:25:00 +0000 2024,"I got the wrong item for order #445236735, I ordered the coffee maker and got something else.",356,,damaged_or_wrong_item
356,AmazonHelp,False,Sat Mar 02 17:43:00 +0000 2024,Sorry about that! Send a DM with order #261985842 and a picture and we'll sort out a replacement or refund. ^DM,,355,damaged_or_wrong_item
357,cust_78517,True,Sat Mar 02 17:39:00 +0000 2024,my phone case arrived completely broken from order #641755366. Not happy.,358,,damaged_or_wrong_item
358,AmazonHelp,False,Sat Mar 02 18:51:00 +0000 2024,"Oh no, we're sorry to hear that! Please DM us a photo along with order #859803019 and we'll get a replacement started. ^KT",,357,damaged_or_wrong_item
359,cust_16863,True,Sat Mar 02 17:53:00 +0000 2024,"I got the wrong item for order #490732457, I ordered my shoes and got something else.",360,,damaged_or_wrong_item
360,AmazonHelp,False,Sat Mar 02 19:14:00 +0000 2024,"That's not okay, we'll fix this. DM order #538912794 with a photo of the damage so we can process a replacement. ^JS",,359,damaged_or_wrong_item
361,cust_96057,True,Sat Mar 02 18:07:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #170772317.",362,,refund_request
362,AmazonHelp,False,Sat Mar 02 18:44:00 +0000 2024,We'd like to make this right. Send order #828404274 via DM and our team will look into the refund. ^KT,,361,refund_request
363,cust_96787,True,Sat Mar 02 18:21:00 +0000 2024,"Please refund order #457944766 immediately, item never arrived.",364,,refund_request
364,AmazonHelp,False,Sat Mar 02 19:49:00 +0000 2024,We'd like to make this right. Send order #251857566 via DM and our team will look into the refund. ^KT,,363,refund_request
365,cust_53054,True,Sat Mar 02 18:35:00 +0000 2024,"Cancel and refund order #238460786, I don't want it anymore after this experience.",366,,refund_request
366,AmazonHelp,False,Sat Mar 02 20:02:00 +0000 2024,We completely understand. Please DM your order number #432411019 so we can review and process a refund. ^RL,,365,refund_request
367,cust_12389,True,Sat Mar 02 18:49:00 +0000 2024,"Please refund order #819532005 immediately, item never arrived.",368,,refund_request
368,AmazonHelp,False,Sat Mar 02 19:40:00 +0000 2024,We'd like to make this right. Send order #819896690 via DM and our team will look into the refund. ^KT,,367,refund_request
369,cust_28030,True,Sat Mar 02 19:03:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #431642423.",370,,refund_request
370,AmazonHelp,False,Sat Mar 02 19:36:00 +0000 2024,So sorry for the trouble. DM us order #922653967 and we'll get the refund process started for you. ^AB,,369,refund_request
371,cust_14947,True,Sat Mar 02 19:17:00 +0000 2024,"Please refund order #182855381 immediately, item never arrived.",372,,refund_request
372,AmazonHelp,False,Sat Mar 02 20:29:00 +0000 2024,We completely understand. Please DM your order number #645127678 so we can review and process a refund. ^RL,,371,refund_request
373,cust_91885,True,Sat Mar 02 19:31:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #922816526.",374,,refund_request
374,AmazonHelp,False,Sat Mar 02 19:59:00 +0000 2024,We'd like to make this right. Send order #504499880 via DM and our team will look into the refund. ^KT,,373,refund_request
375,cust_47346,True,Sat Mar 02 19:45:00 +0000 2024,"Please refund order #874364348 immediately, item never arrived.",376,,refund_request
376,AmazonHelp,False,Sat Mar 02 21:08:00 +0000 2024,So sorry for the trouble. DM us order #491163514 and we'll get the refund process started for you. ^AB,,375,refund_request
377,cust_98907,True,Sat Mar 02 19:59:00 +0000 2024,"Cancel and refund order #351258749, I don't want it anymore after this experience.",378,,refund_request
378,AmazonHelp,False,Sat Mar 02 20:51:00 +0000 2024,So sorry for the trouble. DM us order #968253265 and we'll get the refund process started for you. ^AB,,377,refund_request
379,cust_36174,True,Sat Mar 02 20:13:00 +0000 2024,"Cancel and refund order #595725097, I don't want it anymore after this experience.",380,,refund_request
380,AmazonHelp,False,Sat Mar 02 20:38:00 +0000 2024,So sorry for the trouble. DM us order #639991949 and we'll get the refund process started for you. ^AB,,379,refund_request
381,cust_26341,True,Sat Mar 02 20:27:00 +0000 2024,"Please refund order #368438908 immediately, item never arrived.",382,,refund_request
382,AmazonHelp,False,Sat Mar 02 21:38:00 +0000 2024,So sorry for the trouble. DM us order #498585961 and we'll get the refund process started for you. ^AB,,381,refund_request
383,cust_39102,True,Sat Mar 02 20:41:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #190060226.",384,,refund_request
384,AmazonHelp,False,Sat Mar 02 20:57:00 +0000 2024,So sorry for the trouble. DM us order #651208305 and we'll get the refund process started for you. ^AB,,383,refund_request
385,cust_60615,True,Sat Mar 02 20:55:00 +0000 2024,"Cancel and refund order #475364113, I don't want it anymore after this experience.",386,,refund_request
386,AmazonHelp,False,Sat Mar 02 21:30:00 +0000 2024,We completely understand. Please DM your order number #525689202 so we can review and process a refund. ^RL,,385,refund_request
387,cust_28035,True,Sat Mar 02 21:09:00 +0000 2024,"I want a full refund for order #502559419, this is unacceptable.",388,,refund_request
388,AmazonHelp,False,Sat Mar 02 21:32:00 +0000 2024,So sorry for the trouble. DM us order #206389694 and we'll get the refund process started for you. ^AB,,387,refund_request
389,cust_10688,True,Sat Mar 02 21:23:00 +0000 2024,"I want a full refund for order #408034406, this is unacceptable.",390,,refund_request
390,AmazonHelp,False,Sat Mar 02 22:46:00 +0000 2024,We completely understand. Please DM your order number #914799481 so we can review and process a refund. ^RL,,389,refund_request
391,cust_24573,True,Sat Mar 02 21:37:00 +0000 2024,"I want a full refund for order #120405269, this is unacceptable.",392,,refund_request
392,AmazonHelp,False,Sat Mar 02 22:36:00 +0000 2024,We completely understand. Please DM your order number #689274064 so we can review and process a refund. ^RL,,391,refund_request
393,cust_69914,True,Sat Mar 02 21:51:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #355164255.",394,,refund_request
394,AmazonHelp,False,Sat Mar 02 23:15:00 +0000 2024,We completely understand. Please DM your order number #356022467 so we can review and process a refund. ^RL,,393,refund_request
395,cust_28818,True,Sat Mar 02 22:05:00 +0000 2024,"I want a full refund for order #219032752, this is unacceptable.",396,,refund_request
396,AmazonHelp,False,Sat Mar 02 22:40:00 +0000 2024,We'd like to make this right. Send order #117647321 via DM and our team will look into the refund. ^KT,,395,refund_request
397,cust_97080,True,Sat Mar 02 22:19:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #560891752.",398,,refund_request
398,AmazonHelp,False,Sat Mar 02 22:47:00 +0000 2024,So sorry for the trouble. DM us order #358303887 and we'll get the refund process started for you. ^AB,,397,refund_request
399,cust_82633,True,Sat Mar 02 22:33:00 +0000 2024,"I want a full refund for order #662087258, this is unacceptable.",400,,refund_request
400,AmazonHelp,False,Sat Mar 02 23:42:00 +0000 2024,We'd like to make this right. Send order #684203557 via DM and our team will look into the refund. ^KT,,399,refund_request
401,cust_56805,True,Sat Mar 02 22:47:00 +0000 2024,"I want a full refund for order #519246503, this is unacceptable.",402,,refund_request
402,AmazonHelp,False,Sat Mar 02 22:54:00 +0000 2024,We'd like to make this right. Send order #515410649 via DM and our team will look into the refund. ^KT,,401,refund_request
403,cust_53583,True,Sat Mar 02 23:01:00 +0000 2024,"I want a full refund for order #470228863, this is unacceptable.",404,,refund_request
404,AmazonHelp,False,Sun Mar 03 00:20:00 +0000 2024,We'd like to make this right. Send order #774585778 via DM and our team will look into the refund. ^KT,,403,refund_request
405,cust_72722,True,Sat Mar 02 23:15:00 +0000 2024,"Please refund order #147605080 immediately, item never arrived.",406,,refund_request
406,AmazonHelp,False,Sun Mar 03 00:19:00 +0000 2024,So sorry for the trouble. DM us order #973498494 and we'll get the refund process started for you. ^AB,,405,refund_request
407,cust_36422,True,Sat Mar 02 23:29:00 +0000 2024,"Please refund order #971339002 immediately, item never arrived.",408,,refund_request
408,AmazonHelp,False,Sun Mar 03 00:11:00 +0000 2024,We'd like to make this right. Send order #933428091 via DM and our team will look into the refund. ^KT,,407,refund_request
409,cust_72049,True,Sat Mar 02 23:43:00 +0000 2024,"I want a full refund for order #949447049, this is unacceptable.",410,,refund_request
410,AmazonHelp,False,Sun Mar 03 00:57:00 +0000 2024,So sorry for the trouble. DM us order #432941445 and we'll get the refund process started for you. ^AB,,409,refund_request
411,cust_45811,True,Sat Mar 02 23:57:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #139321248.",412,,refund_request
412,AmazonHelp,False,Sun Mar 03 00:44:00 +0000 2024,So sorry for the trouble. DM us order #938422254 and we'll get the refund process started for you. ^AB,,411,refund_request
413,cust_34486,True,Sun Mar 03 00:11:00 +0000 2024,"I want a full refund for order #958287383, this is unacceptable.",414,,refund_request
414,AmazonHelp,False,Sun Mar 03 00:59:00 +0000 2024,So sorry for the trouble. DM us order #898120571 and we'll get the refund process started for you. ^AB,,413,refund_request
415,cust_20345,True,Sun Mar 03 00:25:00 +0000 2024,"Cancel and refund order #843102880, I don't want it anymore after this experience.",416,,refund_request
416,AmazonHelp,False,Sun Mar 03 01:24:00 +0000 2024,We'd like to make this right. Send order #386389162 via DM and our team will look into the refund. ^KT,,415,refund_request
417,cust_96628,True,Sun Mar 03 00:39:00 +0000 2024,"Cancel and refund order #746879296, I don't want it anymore after this experience.",418,,refund_request
418,AmazonHelp,False,Sun Mar 03 01:25:00 +0000 2024,So sorry for the trouble. DM us order #444898148 and we'll get the refund process started for you. ^AB,,417,refund_request
419,cust_56077,True,Sun Mar 03 00:53:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #429097422.",420,,refund_request
420,AmazonHelp,False,Sun Mar 03 01:54:00 +0000 2024,We'd like to make this right. Send order #557538651 via DM and our team will look into the refund. ^KT,,419,refund_request
421,cust_93560,True,Sun Mar 03 01:07:00 +0000 2024,"Cancel and refund order #145478504, I don't want it anymore after this experience.",422,,refund_request
422,AmazonHelp,False,Sun Mar 03 02:37:00 +0000 2024,So sorry for the trouble. DM us order #394801573 and we'll get the refund process started for you. ^AB,,421,refund_request
423,cust_89635,True,Sun Mar 03 01:21:00 +0000 2024,"Cancel and refund order #490102359, I don't want it anymore after this experience.",424,,refund_request
424,AmazonHelp,False,Sun Mar 03 01:44:00 +0000 2024,We'd like to make this right. Send order #829511584 via DM and our team will look into the refund. ^KT,,423,refund_request
425,cust_84349,True,Sun Mar 03 01:35:00 +0000 2024,"Cancel and refund order #137365109, I don't want it anymore after this experience.",426,,refund_request
426,AmazonHelp,False,Sun Mar 03 02:29:00 +0000 2024,We completely understand. Please DM your order number #935924516 so we can review and process a refund. ^RL,,425,refund_request
427,cust_85225,True,Sun Mar 03 01:49:00 +0000 2024,"I want a full refund for order #749715626, this is unacceptable.",428,,refund_request
428,AmazonHelp,False,Sun Mar 03 02:03:00 +0000 2024,So sorry for the trouble. DM us order #498320110 and we'll get the refund process started for you. ^AB,,427,refund_request
429,cust_13396,True,Sun Mar 03 02:03:00 +0000 2024,"Please refund order #668503222 immediately, item never arrived.",430,,refund_request
430,AmazonHelp,False,Sun Mar 03 02:22:00 +0000 2024,So sorry for the trouble. DM us order #797460535 and we'll get the refund process started for you. ^AB,,429,refund_request
431,cust_68493,True,Sun Mar 03 02:17:00 +0000 2024,"Please refund order #635844374 immediately, item never arrived.",432,,refund_request
432,AmazonHelp,False,Sun Mar 03 02:55:00 +0000 2024,We'd like to make this right. Send order #226444910 via DM and our team will look into the refund. ^KT,,431,refund_request
433,cust_69250,True,Sun Mar 03 02:31:00 +0000 2024,"Please refund order #756998124 immediately, item never arrived.",434,,refund_request
434,AmazonHelp,False,Sun Mar 03 02:45:00 +0000 2024,So sorry for the trouble. DM us order #314939857 and we'll get the refund process started for you. ^AB,,433,refund_request
435,cust_82089,True,Sun Mar 03 02:45:00 +0000 2024,"Please refund order #865975088 immediately, item never arrived.",436,,refund_request
436,AmazonHelp,False,Sun Mar 03 02:58:00 +0000 2024,We'd like to make this right. Send order #443154754 via DM and our team will look into the refund. ^KT,,435,refund_request
437,cust_76683,True,Sun Mar 03 02:59:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #422076028.",438,,refund_request
438,AmazonHelp,False,Sun Mar 03 03:50:00 +0000 2024,We'd like to make this right. Send order #851854702 via DM and our team will look into the refund. ^KT,,437,refund_request
439,cust_82616,True,Sun Mar 03 03:13:00 +0000 2024,"Please refund order #230311939 immediately, item never arrived.",440,,refund_request
440,AmazonHelp,False,Sun Mar 03 04:04:00 +0000 2024,We completely understand. Please DM your order number #354193540 so we can review and process a refund. ^RL,,439,refund_request
441,cust_72739,True,Sun Mar 03 03:27:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #601873197.",442,,refund_request
442,AmazonHelp,False,Sun Mar 03 04:22:00 +0000 2024,We'd like to make this right. Send order #192573170 via DM and our team will look into the refund. ^KT,,441,refund_request
443,cust_68979,True,Sun Mar 03 03:41:00 +0000 2024,"Cancel and refund order #925884151, I don't want it anymore after this experience.",444,,refund_request
444,AmazonHelp,False,Sun Mar 03 03:55:00 +0000 2024,We completely understand. Please DM your order number #234568604 so we can review and process a refund. ^RL,,443,refund_request
445,cust_33850,True,Sun Mar 03 03:55:00 +0000 2024,"Cancel and refund order #830261466, I don't want it anymore after this experience.",446,,refund_request
446,AmazonHelp,False,Sun Mar 03 05:15:00 +0000 2024,We completely understand. Please DM your order number #990189659 so we can review and process a refund. ^RL,,445,refund_request
447,cust_31229,True,Sun Mar 03 04:09:00 +0000 2024,"Please refund order #564520346 immediately, item never arrived.",448,,refund_request
448,AmazonHelp,False,Sun Mar 03 04:35:00 +0000 2024,We completely understand. Please DM your order number #656307931 so we can review and process a refund. ^RL,,447,refund_request
449,cust_93238,True,Sun Mar 03 04:23:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #861639583.",450,,refund_request
450,AmazonHelp,False,Sun Mar 03 04:53:00 +0000 2024,We'd like to make this right. Send order #404994549 via DM and our team will look into the refund. ^KT,,449,refund_request
451,cust_87569,True,Sun Mar 03 04:37:00 +0000 2024,"@AmazonHelp I've asked twice already, I need a refund on order #234400576.",452,,refund_request
452,AmazonHelp,False,Sun Mar 03 05:03:00 +0000 2024,We'd like to make this right. Send order #200317984 via DM and our team will look into the refund. ^KT,,451,refund_request
